id_question	question	domain_type	comparison	assessment	detail	scope	entities
938	which hotel is best for a relaxing stay?	domain	comparative	subjective	overall	indefinite	[]
939	Does the hotel include free wifi?	domain	non-comparative	factoid	aspect	indefinite	[]
940	Does Hotel hannah include free wifi?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
941	What are the ratings of hotel hannah?	domain	non-comparative	factoid	overall	single	['Hotel Hannah']
942	which is the best hotel for a married couple?	domain	comparative	subjective	overall	indefinite	[]
943	which hotel is the best value for money?	domain	comparative	subjective	aspect	indefinite	[]
944	which hotel has the best suites?	domain	comparative	subjective	aspect	indefinite	[]
945	Does the hotel cover dietary requirements for people at hotel hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
946	which hotel is closest to public transport?	domain	comparative	factoid	aspect	indefinite	[]
947	Does Hotel Emily have family rooms?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
948	Do you have a restaurant in the hotel?	domain	non-comparative	factoid	aspect	indefinite	[]
949	Is the hotel disabled friendly at hotel hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
950	Is this hotel pet friendly?	domain	non-comparative	subjective	aspect	indefinite	[]
951	Why is hotel penelope a good location?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
952	which hotel is closese to the airport?	domain	comparative	factoid	aspect	indefinite	[]
953	which hotel does the best all inclusive deal?	domain	comparative	subjective	aspect	indefinite	[]
954	What is good about the location of Hotel Penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
955	Why does the hotel penelope have four stars	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
956	Why are hotel emily's facilities good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
957	do any of the hotels allow dogs?	domain	comparative	factoid	aspect	indefinite	[]
958	does Hotel Penelope offer a discount for multiple nights?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
959	is there a free wifi or do we have to pay?	domain	non-comparative	factoid	aspect	indefinite	[]
960	why is hotel hannah a good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
961	which hotel is classed as the most luxurious?	domain	comparative	subjective	aspect	indefinite	[]
962	what time is check in for Hotel Evelyn?	domain	non-comparative	factoid	aspect	single	['Hotel Evelyn']
963	What makes hotel amelia a good location?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
964	is there a balcony for the rooms?	domain	non-comparative	factoid	aspect	indefinite	[]
965	Does the hotel have a swimming pool	domain	non-comparative	factoid	aspect	indefinite	[]
966	Why is Hotel Henry considered to have a very good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
967	Why are hotel levi's rooms good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
968	Does Hotel Penelope ahve a balcony?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
969	We will be arriving after 11 pm where could we check in at that time?	domain	non-comparative	factoid	aspect	indefinite	[]
970	Why does hotel penelope have a 4 star rating?	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
971	What facilities are available at Hotel Lily?	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
972	Are the rooms cleaned everyday?	domain	non-comparative	factoid	aspect	indefinite	[]
973	Are the rooms cleaned everyday at hotel henry?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
974	Why are Hotel Chloe's rooms considered great?	domain	non-comparative	why-recommended	aspect	single	['Hotel Chloe']
975	how have customers reviewed the facilities at the hotel levi	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
976	Do any of the hotels do free breakfast?	domain	comparative	factoid	aspect	indefinite	[]
977	which hotel has the best rating	domain	comparative	factoid	overall	indefinite	[]
978	Could you describe Hotel Evelyn's location?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
979	Are there any negative reviews at hotel hannah?	domain	non-comparative	factoid	overall	single	['Hotel Hannah']
980	What facilities are available at Hotel Joseph?	domain	non-comparative	factoid	aspect	single	['Hotel Joseph']
981	Why are the facilities for hotel lily very good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
982	Where is Hotel Lily?	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
983	Why is hotel ameliaa good location	domain	non-comparative	why-recommended	aspect	single	['Hotel Ameliaa']
984	Where is Hotel Penelope?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
985	Which hotel has the most reviews?	domain	comparative	factoid	overall	indefinite	[]
986	What facilities are available at Hotel Lily?	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
987	Why is Hotel Emily in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
988	Which hotel has the best price	domain	comparative	subjective	aspect	indefinite	[]
989	Which hotel has the highest review rating	domain	comparative	factoid	overall	indefinite	[]
990	Why did you pick hotel emily?	domain	non-comparative	why-recommended	overall	single	['Hotel Emily']
991	Why is Hotel Penelope only four stars?	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
992	Which hotel has the best facilities?	domain	comparative	subjective	aspect	indefinite	[]
993	Does hotel Hannah take care of the customer's laundry?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
994	Has Hotel Joseph got polite staff?	domain	non-comparative	subjective	aspect	single	['Hotel Joseph']
995	Which hotel is the most cost effective?	domain	comparative	subjective	aspect	indefinite	[]
996	Is this room suitable for a family?	domain	non-comparative	subjective	aspect	indefinite	[]
997	Is this room suitable for a family?	domain	non-comparative	subjective	aspect	indefinite	[]
998	Which hotel has the best bathroom?	domain	comparative	subjective	aspect	indefinite	[]
999	Does Hotel Lily offer good breakfast?	domain	non-comparative	subjective	aspect	single	['Hotel Lily']
1000	Why facilities does this hotel offer?	domain	non-comparative	factoid	aspect	indefinite	[]
1001	Why did you pick hotel penelope?	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
1002	Which hotel would you not recommend?	domain	comparative	why-recommended	overall	indefinite	[]
1003	Do hotel Amelia serve breakfast to its customers?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
1004	Why did you pick hotel penelope?	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
1005	What facilities does Hotel Levi offer?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
1006	Which hotel should I book?	domain	comparative	subjective	overall	indefinite	[]
1007	What are the great facilities at Hotel Emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1008	Which one hotel should I book?	domain	comparative	subjective	overall	indefinite	[]
1009	What is is there to do within this hotel's vicinity	domain	comparative	subjective	aspect	indefinite	[]
1010	Do Hotel Penelope rooms have two beds?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1011	Is Hotel Aria located near a beach?	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
1012	Which hotel has the best room?	domain	comparative	subjective	aspect	indefinite	[]
1013	Why is the staff great at Hotel Hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1014	Does Hotel Amelia have a pool?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
1015	Why is Hotel Hannah a great price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1016	Which is the most central hotel?	domain	comparative	subjective	aspect	indefinite	[]
1017	Are there. family rooms in hotel Penelope	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1018	Is there a swimming pool in the hotel	domain	non-comparative	factoid	aspect	indefinite	[]
1019	Which is the most central hotel?	domain	comparative	subjective	aspect	indefinite	[]
1020	Is there a swimming pool in the hotel	domain	non-comparative	factoid	aspect	indefinite	[]
1021	Is Hotel Amelia near the beach?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1022	What facilities does hotel emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1023	Is Hotel Hannah close to public transport?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1024	why was hotel Penelope recommended?	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
1025	Why is the room good?	domain	non-comparative	why-recommended	aspect	indefinite	[]
1026	Why doesn't Hotel Emily mention location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1027	Which hotel would I like best	domain	comparative	subjective	overall	indefinite	[]
1028	What facilities does Hotel Henry have?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
1029	Is there a discount available for a week long stay	domain	non-comparative	factoid	aspect	indefinite	[]
1030	Why is it a good location?	domain	non-comparative	why-recommended	aspect	indefinite	[]
1031	What makes Hotel Lily standout from other hotels?	domain	comparative	subjective	overall	single	['Hotel Lily']
1032	Does Hotel Levi have many negative reviews?	domain	non-comparative	subjective	overall	single	['Hotel Levi']
1033	Does Hotel Joseph offer room service?	domain	non-comparative	factoid	aspect	single	['Hotel Joseph']
1034	Why doesn't hotel hannah mention price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1035	what facilities are at hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1036	What kind of free facilities does the Hotel Emily offer guests	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1037	what makes HOTEL HENRY such a great place to stay?	domain	non-comparative	why-recommended	overall	single	['HOTEL HENRY']
1038	are hotel Hannah and Levi close together because the pictures are the same	domain	non-comparative	factoid	aspect	tuple	['Hotel Hannah', 'Hotel Levi']
1039	Why is Hotel Evelyn a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Evelyn']
1040	Is hotel Levi pet-friendly?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1041	Does the Hotel Penelope offer free Wifi access?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1042	is hotel Hannah near the famous landmarks?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1043	why do most of the hotels talk about food and beverages?	domain	non-comparative	why-recommended	aspect	indefinite	[]
1044	is hotel Amelia near the city centre?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1045	What facilities does hotel joseph have?	domain	non-comparative	factoid	aspect	single	['Hotel Joseph']
1046	Is the Hotel Hannah within walking distance of the city centre?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1047	is food provided at hotel Levi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
1048	why is hotel amelia a good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1049	are there many elevators in hotel Isaac because there are a lot of floors	domain	non-comparative	factoid	aspect	single	['Hotel Isaac']
1050	does hotel Evelyn have a sauna?	domain	non-comparative	factoid	aspect	single	['Hotel Evelyn']
1051	What is impressive about the rooms at hotel penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1052	Does the Hotel Chloe offer a complimentary breakfast?	domain	non-comparative	subjective	aspect	single	['Hotel Chloe']
1053	Does the Hotel Chloe offer a complimentary breakfast?	domain	non-comparative	subjective	aspect	single	['Hotel Chloe']
1054	What exactly are the facilities	domain	non-comparative	factoid	aspect	indefinite	[]
1055	why does hotel oliver have most reviews?	domain	non-comparative	why-recommended	overall	single	['Hotel Oliver']
1056	Which of these hotels is rated the highest?	domain	comparative	why-recommended	overall	indefinite	[]
1057	which hotel is the most expensive?	domain	comparative	subjective	aspect	indefinite	[]
1058	what makes HOTEL LILY higher rated than HOTEL PENELOPE?	domain	comparative	why-recommended	overall	tuple	['HOTEL LILY', 'HOTEL PENELOPE']
1059	Why is hotel emily a good price when it is more expensive than others?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1060	Does the Hotel Amelia have ocean-front rooms?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
1061	how big are the rooms at hotel Levi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
1062	is hotel Henry family friendly	domain	non-comparative	subjective	aspect	single	['Hotel Henry']
1063	What is the best thing about staying in Hannah hotel?	domain	non-comparative	subjective	overall	single	['Hotel Hannah']
1064	what is the ambience of hotel aria?	domain	non-comparative	subjective	aspect	single	['Hotel Aria']
1065	What is the location of hotel levi?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1066	Does the HOTEL EVELYN have a concierge service?	domain	non-comparative	factoid	aspect	single	['HOTEL EVELYN']
1067	is hotel aria good value for money?	domain	non-comparative	subjective	overall	single	['Hotel Aria']
1068	Hotel Emily is the view worth paying extra for?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1069	Why are these hotels in a good location?	domain	comparative	why-recommended	aspect	indefinite	[]
1070	what facilities does hotel aria have	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
1071	is Hotel Hannah near the beach?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1072	are there non-smoking rooms at. hotel Levi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
1073	What facilities does this hotel have?	domain	non-comparative	factoid	aspect	indefinite	[]
1074	Does the HOTEL LEVI have a pool?	domain	non-comparative	factoid	aspect	single	['HOTEL LEVI']
1075	what makes hotel penelope have a better room than hotel emily?	domain	comparative	why-recommended	aspect	tuple	['Hotel Penelope', 'Hotel Emily']
1076	Does hotel levi have a children's playground?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
1077	What facilities does Hotel Hannah have?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1078	Hotel Lily are rooms generally spacious?	domain	non-comparative	subjective	aspect	single	['Hotel Lily']
1079	which hotel has the best rating?	domain	comparative	factoid	overall	indefinite	[]
1080	Why is the room good at Hotel Penelope?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1081	how far is the nearest bar to hotel emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1082	how can i best determine which hotel would be most suited to me?	domain	comparative	subjective	overall	indefinite	[]
1083	which hotel is the cheapest	domain	comparative	factoid	aspect	indefinite	[]
1084	What makes the room great at Hotel Chloe?	domain	non-comparative	subjective	aspect	single	['Hotel Chloe']
1085	Has hotel Joseph got any character?	domain	non-comparative	subjective	aspect	single	['Hotel Joseph']
1086	which hotel is in the best location?	domain	comparative	subjective	aspect	indefinite	[]
1087	why does hotel levi have a good room?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1088	Why is the price more expensive at Hotel Emily?	domain	comparative	why-recommended	aspect	single	['Hotel Emily']
1089	Is hotel Amelia value for money?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1090	What are somr examples of the good food at the Hotel Levi?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1091	Why is hotel aria in a great location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Aria']
1092	Why is the location good on Hotel Amelia?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1093	Is the Hotel Chloe within walking distance of Times Square?	domain	non-comparative	subjective	aspect	single	['Hotel Chloe']
1094	Why is hotel Emily more expensive?	domain	comparative	why-recommended	aspect	single	['Hotel Emily']
1095	What facilities does the Hotel Emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1096	Does the Hotel Chloe offer a concierge service	domain	non-comparative	factoid	aspect	single	['Hotel Chloe']
1097	which would be better hotel hannah or amelia?	domain	comparative	subjective	overall	tuple	['Hotel Hannah', 'Amelia']
1098	Why does hotel levi have good food and beverage?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
1099	What facilities does hotel Joseph have	domain	non-comparative	factoid	aspect	single	['Hotel Joseph']
1100	What does the room at the Hotel Aria have?	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
1101	What facilities does hotel Emily have	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1102	Do the rooms at the Hotel Chloe have a kitchenette	domain	non-comparative	factoid	aspect	single	['Hotel Chloe']
1103	What sights are located near the Hotel Evelyn?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
1104	What facilities does hotel Amelia have	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
1105	Where is hotel Amelia located	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1106	Where is hotel Emily located	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1107	Is breakfast included at the Hotel Henry?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
1108	Does the Hotel Penelope offer discount vouchers for car rentals	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1109	What late checking out times do they have	domain	non-comparative	factoid	aspect	indefinite	[]
1110	is it near to the town centre	domain	non-comparative	subjective	aspect	indefinite	[]
1111	Can I bring a small dog	domain	non-comparative	factoid	aspect	indefinite	[]
1112	is the wifi free	domain	non-comparative	factoid	aspect	indefinite	[]
1113	is their room service	domain	non-comparative	factoid	aspect	indefinite	[]
1114	Is there a gym	domain	non-comparative	factoid	aspect	indefinite	[]
1115	What are the good facilities at Hotel Emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1116	What makes the room great at Hotel Hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1117	Is Hotel Evelyn a good price?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
1118	Is Hotel Amelia a good location?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1119	What makes a good room at Hotel Penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1120	Does Hotel Penelope have good facilities?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1121	why is it described as a good room?	domain	non-comparative	why-recommended	aspect	indefinite	[]
1122	why is it described as a good room?	domain	non-comparative	why-recommended	aspect	indefinite	[]
1123	where is hotel hannah located?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1124	why is hotel penelope a good room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1125	why is hotel penelope a good room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1126	where is hotel amelia located?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
1127	what are hotel henry's facilities?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
1128	is hotel lily well priced?	domain	non-comparative	subjective	aspect	single	['Hotel Lily']
1129	What are the very good facilities at Hotel Lily?	domain	non-comparative	subjective	aspect	single	['Hotel Lily']
1130	What are the very good facilities at Hotel Lily?	domain	non-comparative	subjective	aspect	single	['Hotel Lily']
1131	Is Hotel Henry in the centre of the city?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
1132	What makes Hotel Joseph good value for money?	domain	non-comparative	subjective	aspect	single	['Hotel Joseph']
1133	Does Hotel Levi have good views?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1134	Are the rooms at Hotel Hannah large?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1135	Does Hotel Hannah offer a discount?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1136	Where in the city is Hotel Hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1137	what are the great facilities in hotel emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1138	whats great about the rooms in hotel hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1139	why were these hotels chosen?	domain	non-comparative	why-recommended	overall	indefinite	[]
1140	what are the facilities available in hotel henry?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
1141	why are hotels above $100 being shown?	domain	comparative	why-recommended	aspect	indefinite	[]
1142	what makes hotel evelyn in a very good location?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
1143	What sort of food and beverages does Hotel Hannah provide	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1144	Why is Hotel Penelope in a very good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1145	in hotel joesph says very good price but seems to be ore expensive than some others with similar reviews?	domain	comparative	subjective	aspect	indefinite	[]
1146	in hotel joesph says very good price but seems to be ore expensive than some others with similar reviews?	domain	comparative	subjective	aspect	indefinite	[]
1147	what is great about the facilities that hotel emily has?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1148	Why is HOTEL AMELIA a good price?	domain	non-comparative	why-recommended	aspect	single	['HOTEL AMELIA']
1149	what is good about the rooms at hotel penelope	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1150	what is good about the location of hotel henry?	domain	non-comparative	subjective	aspect	single	['Hotel Henry']
1151	why was hotel hannah included?	domain	non-comparative	why-recommended	overall	single	['Hotel Hannah']
1152	why was hotel amelia reccomended?	domain	non-comparative	why-recommended	overall	single	['Hotel Amelia']
1153	Why is hotel Chloe a very good price	domain	non-comparative	why-recommended	aspect	single	['Hotel Chloe']
1154	why was hotel hannah recommendeD?	domain	non-comparative	why-recommended	overall	single	['Hotel Hannah']
1155	What began options are available at these hotels?	domain	non-comparative	factoid	aspect	indefinite	[]
1156	what facilities does hotel lily have?	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
1157	Why does hotel emily have great food and beverages	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1158	Why is Hotel Hannah not a good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1159	What is good about hotel Amelia's food?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1160	What vegan options are available?	domain	non-comparative	factoid	aspect	indefinite	[]
1161	why does hotel penelope have a good room	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1162	Why is hotel emily a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1163	why does hotel aria have a good price	domain	non-comparative	why-recommended	aspect	single	['Hotel Aria']
1164	why does hotel lily have a great location	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
1165	why was hotel carter good price?	domain	non-comparative	why-recommended	aspect	indefinite	[]
1166	why does hotel henry have a very good price	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
1167	Why is hotel amelia a very good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1168	Why is Hotel Penelope in a very good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1169	What ratings of food does hotel hannah have?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1170	Which is the quietest hotel?	domain	comparative	subjective	aspect	indefinite	[]
1171	Is Hotel Penelope nice?	domain	non-comparative	subjective	overall	single	['Hotel Penelope']
1172	Is Hotel Penelope nice?	domain	non-comparative	subjective	overall	single	['Hotel Penelope']
1173	Why does Hotel Emily have a good food rating	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1174	How many good reviews does hotel lily have?	domain	non-comparative	factoid	overall	single	['Hotel Lily']
1175	Which is the best hotel?	domain	comparative	subjective	overall	indefinite	[]
1176	Is Hotel Lily worth the price?	domain	non-comparative	subjective	aspect	single	['Hotel Lily']
1177	Which hotel is best price?	domain	comparative	subjective	aspect	indefinite	[]
1178	why is hotel amelia a great room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1179	Why does Hotel Lily have very good facilities?	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
1180	why is hotel hannah a great location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1181	which hotel has free wifi?	domain	comparative	factoid	aspect	indefinite	[]
1182	Why is Hotel Penelope in a very good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1183	why is hotel emily a very good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1184	which hotel has the best food?	domain	comparative	subjective	aspect	indefinite	[]
1185	why is hotel evelyn a very good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Evelyn']
1186	which hotel has the best reviews	domain	comparative	subjective	overall	indefinite	[]
1187	why does hotel lily have very good facilities?	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
1188	where is hotel hannah located?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1189	Why is Hotel Henry a very good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
1190	why is hotel henry a great location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
1191	what menu is available for the hotel hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1192	what are the rooms like at hotel hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1193	Why does Hotel Levi have a very good room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
1194	What is the best thing about Hotel Penelope's location?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1195	What is good about Hotel Levi's rooms?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1196	Why does Hotel Joseph have very good facilities?	domain	non-comparative	why-recommended	aspect	single	['Hotel Joseph']
1197	Why is hotel henry so cheap?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
1198	Why are all the hotels expensive	domain	comparative	why-recommended	aspect	indefinite	[]
1199	Why is Hotel Penelope in a 'Very good location' ?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1200	Why are the facilities at Hotel Lily so good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
1201	What hotels have breakfast?	domain	comparative	factoid	aspect	indefinite	[]
1202	How do I know that Hotel Emily is a very good price?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1203	Do I have to pay for beverages in hotel emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1204	What hotel should I book	domain	comparative	subjective	overall	indefinite	[]
1205	Which hotel has the best user rating?	domain	comparative	factoid	overall	indefinite	[]
1206	Why is the price of Hotel Hannah so good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1207	Which hotel would you recommend?	domain	comparative	subjective	overall	indefinite	[]
1208	Could you tell me some of the very good facilities that Hotel Isaac has to offer?	domain	non-comparative	subjective	aspect	single	['Hotel Isaac']
1209	What does the location of Hotel Emily have to offer me?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1210	Hotel Henry- what is the price for a triple room in July please?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
1211	What facilities do Hotel Emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1212	What are the facilities in Hotel Joseph?	domain	non-comparative	factoid	aspect	single	['Hotel Joseph']
1213	Why is the room good in hotel penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1214	What are the positives about Hotel Evelyn?	domain	non-comparative	subjective	overall	single	['Hotel Evelyn']
1215	What are the rooms like in Hotel Evelyn?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
1216	Why is Hotel Hannah described as a great location	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1217	Hotel Penelope- is there a choice of vegetarian foods?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1218	What are the facilities at Hotel Isaac?	domain	non-comparative	factoid	aspect	single	['Hotel Isaac']
1219	Why is Hotel Amelia better than Hotel Levi?	domain	comparative	subjective	overall	tuple	['Hotel Amelia', 'Hotel Levi']
1220	which hotel is most central?	domain	comparative	subjective	aspect	indefinite	[]
1221	Where is Hotel Lily located	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
1222	why is hotel aria the most expensive?	domain	comparative	why-recommended	aspect	indefinite	[]
1223	Hotel Emily- is there any live entertainment provided in the evenings?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1224	What facilities does Hotel Henry have	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
1225	which hotel is the cheapest?	domain	comparative	subjective	aspect	indefinite	[]
1226	Why is Hotel Levi very well priced, very good room and very good food and beverages, but only scored 4 out of 5?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
1227	How many positive reviews does Hotel Evelyn hav	domain	non-comparative	factoid	overall	single	['Hotel Evelyn']
1228	which hotel is nearest the main sights	domain	comparative	subjective	aspect	indefinite	[]
1229	Why is Hotel Aria the most expensive?	domain	comparative	why-recommended	aspect	single	['Hotel Aria']
1230	which hotel fits four people?	domain	non-comparative	factoid	aspect	indefinite	[]
1231	being disabled do any hotels have ground floor room or accesible	domain	non-comparative	factoid	aspect	indefinite	[]
1232	Which Hotel has the best rating	domain	comparative	factoid	overall	indefinite	[]
1233	which hotel room is en-suite?	domain	non-comparative	factoid	aspect	indefinite	[]
1234	is hotel emily located on a hill again due to my disability	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
